run_id,model_id,sample_id,audio_path,reference_text,hypothesis_text,duration_sec,latency_sec,rtf,peak_memory_mb,mean_confidence,wer,cer,token_precision,token_recall,token_f1,exact_match,reference_token_count,hypothesis_token_count
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person10__carl,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person10\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.",карл уклары украл коралы аклара у карла украла корнет  блецька кларнет,6.6535,1.9079902999801561,0.28676490568575275,2.037747383117676,,0.6363636363636364,0.2978723404255319,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,11,11
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person10__salo,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person10\salo.wav,"Съел Слава сало, да сала Славе мало.",сел славо солену сало да стала славе мало,4.1735,1.3597099999897182,0.32579609440271196,1.280735969543457,,0.5714285714285714,0.32142857142857145,0.5,0.5714285714285714,0.5333333333333333,0.0,7,8
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person10__sasha,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person10\sasha.wav,Шла Саша по шоссе и сосала сушку.,шла саша по шесе и сосала сушку,4.2935,1.3046019000466913,0.30385510656729736,1.3171024322509766,,0.14285714285714285,0.07692307692307693,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,7,7
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person10__shishkosushylnia,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person10\shishkosushylnia.wav,Шишкосушильщик в шишкосушильне шишки сушил.,на шишкосушильную фабрику требуется шишко сушильщик для работы на ше шишка сушильном аппарате шишко-сушильщик должен иметь опыт шишко сушения на шишка сушильном аппарате с использоем с использованием шишка сушильный технологии качественного шишка сушения он также должен отличать оппарат шишка сушения от не шишко сушения ремонтировать шишко сушительный аппарат  отличать шишки пригодные для шишка сушения отнегодных для шишко сушения отличать шишки недошишка сушенное от пере шишкосушенных за каждую недо шишкосушенную или перешишко сушенную шишку шишко сум щильщик получит шишко су шилкой погловен,58.6335,21.412298399955034,0.3651888152669555,17.900330543518066,,16.2,12.605263157894736,0.012195121951219513,0.2,0.02298850574712644,0.0,5,82
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person10__skorogovorun,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person10\skorogovorun.wav,"Скороговорун скороговорил, выскороговаривал, что всех скороговорок не перескороговоришь, не перевыскороговоришь.",скороговорун скороговорил скоро выговаривал что всех скорогоборок не перескороговоришь не перескогвоваре перескоровыговариваешь  но заскооскороговорившись вы скороговорил что все скорогово руки перезка раговоришь да не перескоро выговариваешь,24.6935,7.6361417000880465,0.30923691255140207,7.542675971984863,,1.9,1.2323232323232323,0.2692307692307692,0.7,0.3888888888888889,0.0,10,26
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person10__tri_kitajca,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person10\tri_kitajca.wav,"Жили-были три китайца: Як, Як-Цидрак, Як-Цидрак-Цидрак-Цидрони. Жили-были три китайки: Цыпа, Цыпа-Дрипа, Цыпа-Дрипа-Лимпомпони.",жили были три китайца як я к цедрок я кцедрок цедрок цедрони жили были три китайки ципа ципа-дрыпа ципа-дрыпа дрымпапони все они пережнились я к на ципе я к цедрок на ципи дрыпя я к цедрок цедрок -цедрони на ципе дрыпи дрымпомпони у них разила у ни хрыдились деси у яка с ципой шах у яка цедрака с ципы дрыпы шах шарах у яка цедрака цедрак цедрони сцыпы дрыпой дрымпампони шах шарах шарах широни,41.3535,13.391685500042513,0.32383439128592534,12.626812934875488,,3.1904761904761907,2.303030303030303,0.11842105263157894,0.42857142857142855,0.18556701030927836,0.0,21,76
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person11__carl,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person11\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.",карлу клары у крал коралы аклару у карла украла кларнец,4.5135,1.5584500000113621,0.34528636313534117,1.3840456008911133,,0.6363636363636364,0.06382978723404255,0.5,0.45454545454545453,0.47619047619047616,0.0,11,10
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person11__salo,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person11\salo.wav,"Съел Слава сало, да сала Славе мало.",съел славо солена сало до сала славе мало,3.7535,1.1296977000311017,0.30097181298284315,1.1520357131958008,,0.42857142857142855,0.25,0.625,0.7142857142857143,0.6666666666666666,0.0,7,8
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person11__sasha,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person11\sasha.wav,Шла Саша по шоссе и сосала сушку.,шла саша по шесса и сосал ла сушку,2.8335,0.9277371000498533,0.3274173637020834,0.8711729049682617,,0.42857142857142855,0.11538461538461539,0.625,0.7142857142857143,0.6666666666666666,0.0,7,8
20260526_205419_merged4,hf:jonatasgrosman/wav2vec2-large-xlsr-53-russian,person11__tri_kitajca,C:\Users\ankap\OneDrive\Desktop\asr_project\data\raw\person11\tri_kitajca.wav,"Жили-были три китайца: Як, Як-Цидрак, Як-Цидрак-Цидрак-Цидрони. Жили-были три китайки: Цыпа, Цыпа-Дрипа, Цыпа-Дрипа-Лимпомпони.",жели были три китайца як цедрак як цедрак цедракцандрони жеребелитри китайки ципа ципо-дрыпа ципедрыпо дрефомонии все не переженились якна цепя як цедрах на цепедрыпя як цедрак цедрак цендрони наципе дрипо дрипомпони у них рдились дети у яка сципой шах у яка цедрака с цепой дрепой шах шарах у якать зе дракацедраконцедрони с ципой дрыпой дрипомпоний шах шарах шарах широни,27.9535,8.21683190006297,0.2939464432025675,8.537033081054688,,2.5714285714285716,2.3333333333333335,0.11666666666666667,0.3333333333333333,0.17283950617283952,0.0,21,60
